link,stock_code,category,category_norm,title,summary,pub_date,context_trade_date,anchor_trade_date,anchor_delay_days,sentiment,sentiment_score,clickbait_prob,article_type,type_prob,is_fact,is_predict,is_reasoning,title_length,summary_length,title_word_count,summary_word_count,has_summary,pub_hour,pub_weekday,is_weekend,is_before_open,is_after_close,recent_article_count_3d,recent_sentiment_mean_3d,recent_sentiment_sum_3d,recent_positive_ratio_3d,recent_negative_ratio_3d,recent_sentiment_intensity_3d,recent_clickbait_mean_3d,recent_type_prob_mean_3d,recent_fact_ratio_3d,recent_predict_ratio_3d,recent_reasoning_ratio_3d,hours_since_prev_article,close,ma_5,ma_20,ma_60,close_to_ma5,close_to_ma20,ma_cross,rsi_14,rsi_zone,macd,macd_sig,macd_hist,macd_cross,bb_pctb,volatility_5d,volatility_20d,volume_ratio,return_before_1d,return_before_3d,return_before_5d,return_1d,return_3d,return_5d,label_1d,label_3d,label_5d
https://n.news.naver.com/mnews/article/011/0004389776?sid=101,352820,엔터/미디어,엔터/미디어,BTS 넘보는 K팝 장르로 떠오른 버추얼 아이돌…대형 엔터사도 사활 걸었...,버추얼 아이돌 시장은 2021년부터 연평균 35.6% 성장하여 2028년엔 28조 이상 시장으로 성장할 것으로 전망된다.,2024-09-08 13:46:00,2024-09-06,2024-09-09,1,호재,1.0,68.4,사실형,68.3,1,0,0,43,67,10,14,1,13,6,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,165600,173760.0,174135.0,183788.33333333334,-0.04696132596685083,-0.04901369627013524,-1.0,46.95652173913044,0.0,-1423.0312269661808,-976.1558435873228,-446.87538337885803,-1.0,0.17439996996852813,0.024165375373582914,0.027991292005691584,0.9071257113574454,-0.0360884749708964,-0.08203991130820398,-0.10195227765726678,-0.0036231884057971175,0.05012077294685979,-0.009661835748792313,0,1.0,0.0
https://n.news.naver.com/mnews/article/629/0000340248?sid=101,105560,금융/밸류업,금융/밸류업,밸류업 기대감에 볕드는 금융주…KB금융 시총 7위 등극,"금융주들이 KB금융이 코스피 시총 7위로 등극하는 등 강세를 보이며, 코리아 밸류업 지수 편입 기대감에 힘입은 것으로 풀이된다.",2024-11-20 17:53:00,2024-11-20,2024-11-21,1,호재,1.0,68.7,사실형,74.6,1,0,0,30,71,7,17,1,17,2,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,95600,91640.0,92975.0,88686.66666666667,0.04321257092972501,0.028233396074213497,-1.0,66.06060606060606,0.0,505.0278542168817,701.3554667560982,-196.3276125392165,-1.0,0.7435770850175466,0.02238377137615642,0.028717780515151534,1.2686935484699646,0.04366812227074246,0.06696428571428581,0.05054945054945059,0.01778242677824271,0.025104602510460206,0.03242677824267792,1,1.0,1.0
https://n.news.naver.com/mnews/article/117/0003892460?sid=103,105560,금융/밸류업,금융/밸류업,[창간 20주년] 밸류업 훈풍 올라탄 금융주…상승률 높은 곳은,"정부의 밸류업 정책으로 금융주가 상승하고 있으며, KB금융, 삼성생명, 삼성화재 등이 상승률이 높은 종목으로 주목받고 있다.",2024-11-29 17:44:00,2024-11-29,2024-12-02,3,호재,1.0,41.1,사실형,82.3,1,0,0,34,69,8,15,1,17,4,0,0,1,1,1.0,1.0,1.0,0.0,1.0,68.7,74.6,1.0,0.0,0.0,0.21585,96200,97380.0,94010.0,89905.0,-0.012117477921544465,0.02329539410700989,1.0,58.97435897435897,0.0,1658.3675000569783,1367.7053272799042,290.66217277707415,1.0,0.679462257582626,0.019471623170330358,0.017984251486060043,1.0214252595404516,-0.01836734693877551,0.002083333333333437,-0.022357723577235755,0.0020790020790020236,-0.008316008316008316,-0.11330561330561328,1,0.0,0.0
https://n.news.naver.com/mnews/article/015/0005068261?sid=101,105560,금융/밸류업,금융/밸류업,'탄핵 정국' 여파…밸류업 대표 종목인 금융주 동반 폭락,윤석열 정부의 기업 밸류업 프로그램에 대한 기대감이 사라져 금융주와 함께 밸류업 대표 종목들이 폭락했다.,2024-12-10 16:00:00,2024-12-10,2024-12-11,1,악재,-1.0,23.2,사실형,49.1,1,0,0,31,58,8,14,1,16,1,0,0,1,2,1.0,2.0,1.0,0.0,1.0,54.900000000000006,78.44999999999999,1.0,0.0,0.0,0.26226666666666665,83300,86520.0,93100.0,90501.66666666667,-0.0372168284789644,-0.10526315789473684,-1.0,32.06997084548105,0.0,-1591.839667405613,198.36224144789202,-1790.201908853505,-1.0,0.05623698459513843,0.04284742966292728,0.033461028372281515,0.6706787448469262,0.006038647342995196,-0.029137529137529095,-0.1768774703557312,0.025210084033613356,0.020408163265306145,0.013205282112845218,1,1.0,1.0
https://n.news.naver.com/mnews/article/117/0003897041?sid=103,105560,금융/밸류업,금융/밸류업,"KB·하나금융, 밸류업 편입에도 금융주 ‘지지부진’","KB금융과 하나금융이 코리아 밸류업 지수에 편입되지만, 비상계엄 여파로 금융주 주가에는 크게 영향을 미치지 않을 것으로 분석된다.",2024-12-17 17:09:00,2024-12-17,2024-12-18,1,호재,1.0,50.4,사실형,91.1,1,0,0,28,72,5,16,1,17,1,0,0,1,3,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,44.333333333333336,68.66666666666666,1.0,0.0,0.0,0.16915,84400,85280.0,91740.0,90888.33333333333,-0.010318949343339587,-0.08000872029649007,-1.0,28.134556574923536,-1.0,-2428.0527271474275,-1419.8200692063492,-1008.2326579410783,-1.0,0.2207605639602536,0.019391995670590006,0.03409117580967354,0.823839630523099,-0.0023640661938534313,-0.029885057471264354,0.013205282112845218,0.033175355450236976,0.016587677725118377,0.024881516587677677,1,1.0,1.0
https://n.news.naver.com/mnews/article/005/0001747526?sid=101,105560,금융/밸류업,금융/밸류업,"‘밸류업 수혜’ 금융주, 고환율 여파에 수익률 우수수",금융주가 약세를 보이며 외국인 투자자의 매도에 따른 수익률 하락이 뚜렷하다.,2024-12-23 17:05:00,2024-12-23,2024-12-24,1,악재,-1.0,38.6,사실형,85.9,1,0,0,29,42,7,10,1,17,0,0,0,1,4,0.5,2.0,0.75,0.25,0.5,45.85,74.27499999999999,1.0,0.0,0.0,0.14393333333333333,87000,86260.0,89620.0,91191.66666666667,0.008578715511245073,-0.02923454586029904,-1.0,26.797385620915037,-1.0,-1955.8650352268887,-1815.6162766564987,-140.24875857039,-1.0,0.3923211140156596,0.018091056420087126,0.033124443634804115,0.5115896094351459,0.013986013986013957,-0.002293577981651418,0.028368794326241176,-0.005747126436781658,-0.02298850574712641,-0.04137931034482756,0,0.0,0.0
https://n.news.naver.com/mnews/article/014/0005289415?sid=101,105560,금융/밸류업,금융/밸류업,"함영주 회장, 하나금융 5000주 매입 ""금융주 밸류업 모범사례될 것""",하나금융그룹 함영주 회장이 하나금융지주 주식 5000주를 매입하며 책임경영 실천에 나섰다.,2024-12-31 14:11:00,2024-12-30,2025-01-02,2,호재,1.0,40.8,사실형,87.2,1,0,0,39,50,9,10,1,14,1,0,0,0,5,0.2,1.0,0.6,0.4,0.19999999999999996,44.4,76.6,1.0,0.0,0.0,0.1891,82900,85380.0,87170.0,91403.33333333333,-0.029046615132349497,-0.04898474245726741,-1.0,50.30674846625767,0.0,-1992.9811343217152,-1862.703462890765,-130.27767143095025,-1.0,0.2780503957302078,0.013940543811420684,0.03219424298864076,1.0867825183023923,-0.024705882352941133,-0.04161849710982657,-0.03379953379953382,0.006031363088057962,0.031363088057901,0.03256936067551264,1,1.0,1.0
https://n.news.naver.com/mnews/article/421/0008077721?sid=101,105560,금융/밸류업,금융/밸류업,"삼성생명, 화재 편입에 7% 껑충…'밸류업' 타고 금융주 들썩[핫종목]","삼성생명과 삼성화재가 자회사 편입으로 인해 주가가 상승하며, 금융업종 전반적으로 매수세가 강조되고 있다.",2025-02-14 16:48:00,2025-02-14,2025-02-17,3,호재,1.0,39.7,사실형,92.5,1,0,0,39,58,8,12,1,16,4,0,0,1,6,0.3333333333333333,2.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,43.800000000000004,78.36666666666666,1.0,0.0,0.0,1.0826166666666666,79700,82040.0,87310.0,88635.0,-0.028522671867381767,-0.08716069178788226,-1.0,30.99173553719008,0.0,-1730.6704828292714,-645.374165157092,-1085.2963176721794,-1.0,-0.018140457262328904,0.014196021476070596,0.022411612436850848,1.1882632560538047,0.0037783375314861534,-0.05344418052256528,-0.07325581395348835,0.016311166875784266,0.031367628607277265,0.03764115432873272,1,1.0,1.0
https://n.news.naver.com/mnews/article/417/0001067555?sid=101,105560,금융/밸류업,금융/밸류업,공매도 재개 첫날 '밸류업' 금융주 흔들… 하나·신한·우리금융 3% 하락,공매도가 재개되면서 금융주가 약 3% 하락했다.,2025-03-31 17:36:00,2025-03-31,2025-04-01,1,악재,-1.0,35.3,사실형,54.6,1,0,0,40,26,9,6,1,17,0,0,0,1,7,0.42857142857142855,3.0,0.7142857142857143,0.2857142857142857,0.4285714285714286,43.214285714285715,80.38571428571429,1.0,0.0,0.0,1.0808,79000,80320.0,79390.0,83405.0,-0.01643426294820717,-0.004912457488348659,1.0,56.896551724137936,0.0,-495.46693713765126,-678.9431566603554,183.47621952270413,1.0,0.4459114750475064,0.011319903018551089,0.01369525448696377,1.3041281026460543,0.003811944091486552,-0.03422982885085579,-0.03422982885085579,0.0075949367088608,-0.024050632911392422,-0.08481012658227849,1,0.0,0.0
https://n.news.naver.com/mnews/article/015/0005114201?sid=101,105560,금융/밸류업,금융/밸류업,밸류업 공시 늘었지만…금융주 랠리는 '글쎄',밸류업 공시가 증가했지만 금융주 랠리는 기대하기 어렵다고 전망된다.,2025-04-02 18:14:00,2025-04-02,2025-04-03,1,중립,0.0,11.0,사실형,98.4,1,0,0,24,37,5,8,1,18,2,0,0,1,8,0.25,2.0,0.625,0.375,0.25,42.225,77.1625,1.0,0.0,0.0,0.048633333333333334,80500,79600.0,79670.0,83275.0,0.011306532663316583,0.010417974143341283,-1.0,58.71559633027523,0.0,-430.0276756394305,-600.8875147120044,170.8598390725739,1.0,0.6261060663846336,0.01486685801686208,0.013215396737406187,0.8082862166869262,0.011306532663316604,0.02287166454891998,-0.0158924205378973,-0.04223602484472044,-0.1018633540372671,-0.11925465838509319,0,0.0,0.0
